,rev_date,rev_title,rev_type,rev_rating,rev_par
656,March 2013,Excellent 3 day 2 night Holy Week Stay,NA,50,"Through Deal Grocer, we were able to get a good promo for a 3 day 2 night stay in Oakwood Premier.  We got a 1 bedroom suite that includes a fully functioning kitchen, with all the necessary utensils.  This allowed us to prepare our own meals, thus saving us some expenses.  Also since we checked in Good Friday where all restaurants are closed, we did not have to worry where to eat.  What made it even more pleasant was that the clean up of the room included taking care of all the dirty dishes. Mac, the guy that cleaned our room was exceptionally accommodating. We requested him to sweep the floor because the baby was still crawling, and what he did was wipe by hand the floor with a rug. That was very considerate of him.  The pool was great especially since it was heated. This made"
657,March 2013,Nice hotel with great staff!,NA,40,"From the time I was picked up from the airport to the time I was dropped off at the airport, the Oakwood staff were amazing! Nothing was ever an issue for them. I stayed in a 1-bedroom apartment. It's spacious with all the amenities. There were not many selection for breakfast. I stayed there for 8 nights so after day 5, I started going to cafes for breakfast. The gym is well equipped. There are several treadmills, bikes and cross trainers. There is a separate room for weight training. The indoor pool is great. There is also an in-house nurse which can come in very handy if you are there with kids. I was there on business so it was an ideal base for me. There are several malls within walking distance, SM Mega Mall, The Podium, Shangri-la Plaza Mall. I highly recommend this hotel"
658,March 2013,probably the best hotel in the world that I can afford to stay in.,NA,50,"If you don't need an amazing bar and club, really want a great room with fantastic service for a good price then this is the place for you, especially if you want to cook yourself.  The rooms are out of this world, so clean, got all the equipment you need plus more.  First hotel I ever stopped in with a washing machine and dishwasher.  The cleaner folded my clothes up everyday that I had dumped on the floor. The bathroom is huge and has a walk in shower and a monster bath.  Plus there is a nice indoor pool and a pretty good gym.  The bar is great if you want to relax with nobody bothering you.  Breakfast was great and included in the room price.  Finally the business centre was well equipped and you can get DVD's from their huge collection to watch on the two DVD players in your"
659,January 2013,Very Impressed with Service and Amenities!,NA,50,"I had heard hotels in Manila were a bit rough around the edges, and if that's the case, the Oakwood is a hidden gem. For the price, I can't imagine it can get any better than this. The hotel and room were both spotless and no amenity was overlooked. One of the most comfortable beds I've slept in with really nice sheets and pillows. The staff could not have been more helpful or accomodating - I was shocked to see a review stating otherwise. I was thoroughly impressed by the room which had a full kitchen, washer/dryer (modern and clean), and lovely bath room with a steam shower. Everything was in excellent working condition, including the steam shower which was impressive. Security at the hotel was also very good and the area surrounding the hotel is quite nice although I did not"
660,January 2013,NOT a good value for Money. Staff is not polite,NA,20,1. Rooms and equipments/amenities in the room are high class. 2. Service is not good 3. Hotel staff (including management)  is not so hospitable and courteous 4. Very expensive considering the above. In all not a good value for money
661,February 2013,Sad to leave!,NA,50,"Oakwood Premier is one of the best serviced apartments I have stayed at! It was upsetting to leave a place that felt like home to me. Checked into a massive two-bedroom apartment (with two bathrooms) complete with kitchen facilites (including an oven and dishwasher). Note that not all serviced apartments in Manila have such facilites so this was a plus-plus. Facilites were all excellent - pool, jacuzzi, spa, gym and even a play centre! Oakwood Premier makes a wonderful option for both long and short stays. I was sad to leave, but looking to return sometime soon."
662,December 2012,Excellent five-star accommodation,NA,50,"We were accorded excellent service from the time we checked-in; from the parking personnel, to the security officers, receptionist, and even the staff at the buffet breakfast area. They have an impressive spacious 1-bedroom suite, with all the things you need for your stay. The kitchen has an electric dishwasher, ceramic hob with range hood, a washing machine, microwave, and other usual household appliances. The bathroom has a steam room, bath tub with TV close at hand.   The hotel is very near malls such as The Podium, SM Megamall, Robinsons Galleria and Shangrila Mall. It is also only about 10 to 15 minutes away from Greenhills Shopping Center.  A few hundred steps away are a 7-11 convenience store, Anson's, and more restaurants, especially at the El Pueblo Complex. Aside from"
663,January 2013,Excellent hotel and service,NA,50,"Very helpful and extremely polite staff, I spent 15 days in a executive studio room, the bed was comfy and good size, the room was quiet and big, although it is located in a busy area, you can hardly hear any noise from outside, the buffet breakfast was delicious..."
664,October 2012,Its always more fun in philippines,NA,50,"I stayed in Oakwood from 28-Oct-2012 to 15-Dec-2012. From the very first moment the tag line ""Its always more fun in philippines"" started becoming true. Humble, Courteous and awesomely helpful staff. Its actually feels home outside home in Oakwood. The location is so amazing we never had to guide the taxi driver to the place.. just say the name Oakwood in Ortigas...thats all u will be there. Whatever u need from restaurents, super markets, theatres or shopping mall..they are all there near Oakwood.  I stayed in 2BHK service apartment as well as studio apartment...both the accomodations are classy. The service offered by the House keeping people is just what one can desire. Thanks to our attendant ALLIAN, he was always there to service the apartment whenever we call him.  All i"
665,December 2012,Impressive,NA,50,"We were impressed with the whole package offered for our 1-night stay at Oakwood Premier Joy-Nostalgia Center. 1) Kitchen utilities, Dining utilities and even washing machine were completely provided 2) Room was very spacious for a group of 4 3) Receiving area (sala area) was very comfortable and theater set is complete for our pleasure 4) Bath tub was a plus! Bathroom facilities was amazing particularly the tv set in one of the bathroom 5) All staff who assisted were very accommodating, courteous and polite during our entire stay  I am definitely going back to this hotel. Will recommend to friends, too."
666,November 2012,Excellent,NA,50,"I loved the place, the staff memebers were very professional and very customer oriented.  The rooms / suites felt like home....  I also liked the area, close to Malls, restaurants, night life, movie theaters....  I would recomend Oakwood to my collegues without a doubt... "
667,September 2012,5 Week Stay,NA,50,I am so glad I have this opportunity to reply.  I had intended on writting a letter when I returned to home to the United States but time got away from me.  I stayed for 5 weeks at the Oakwood and have to say that I could not have asked for a better experience.  Having travel many times over the years I have never experienced a more prefessional yet warm and friendly staff.  5 weeks is a long time to be away from home but they made it feel like a second home. Any request or need was immediately met (with a smile).  I apologize but my memory is poor when it comes to names but my room attendant was Alaine? He was eager to care for my needs and added that personal touch.  Your restaurant staff were wonderful. I actually looked forward to eating at the hotel which is a switch for
668,October 2012,Great Family Staycation!,NA,50,"Our staycation in Oakwood was very memorable and my family enjoyed it a lot. Oakwood has very spacious and clean rooms with breathtaking view of the metro. The room interior particularly the pieces of furniture and equipment are very well-maintained and sophisticated. In addition, the service is very good and commendable.  Location is not a problem because it is very accessible. In fact, there are lots of shopping malls around like SM Megamall, Robinsons Galleria and Podium.        Your family will surely enjoy the comfort Oakwood offers."
669,January 2013,NIce but a few Niggles,NA,40,"Tried for an early check-in at 10am and they did offer a smoking room by 11:30 (declined) They finally had a non smoking room cleaned for us at 13:50 but as check-in is officially at 14:00 that was still early. The first room was so close to very heavy construction and directly overlooked an adjacent building site (within 15m) that we asked to be moved to the other side of the building. They allowed us to stay in our first room, then called us an hour later for the transfer. The next apartment was significantly quieter yet still overlooked a building site, albeit some distance away. First impressions were good, luxuriously furnished, very spacious apartment with a nice modern kitchen and bathrooms. Windows are double glazed (a rarity in Manila). Maintenance is little lacking in"
670,November 2012,friendly,NA,50,"From the time you walk in; guards at front, bell boy, front desk, housekeepers, Avis drivers/staff and Restaurants staffs, welcomes me with a smile, treat me as family members, very respectable staffs and housekeeper Marlon maintains the cleanliness of my room in a daily basis. I will recommend your place to my friends and the Filipino association here in Cincinnati, Ohio."
671,December 2012,11/16-12/21/2012 stay,NA,40,"Overall the service was good with a few concerns. My last week (of 5 weeks) there, the cleanliness of the room was not as good as the first weeks. The folks that cleaned the room proceeded to do less and every day I would come in and find something that was not completed. For example one day the garbage was not emptied and the next I came back from work and there were towels on the ground.  I accidentally dropped something that rolled under the bed and realized that there were a lot of goose feathers and dust under the bed. This was not good as I am allergic to goose feathers and the hotel knew this before I got there which explained why my allergies were so bad.  I was discouraged to find out that they were intiating a reqards program for frequent guests in January when I had"
672,November 2012,"Best choice for a longer stay in Ortigas, Manila",NA,50,"You can't beat the Oakwood for stays of a week or more. Very good, well-appointed suites, with great cooking facilities and washer-dryer. Superb, consistently competent and friendly service (which is a hallmark of the Philippines). Located just acroos the street from ADB, it was perfect for my work. And a wide range of shopping, dining and entertainment within a 5-10 minute walk. The daily breakfast buffet is excellent with lots of variety. So, all in all, an excellent value. Jay-R, my daily room attendant, has been wonderful in my long stays (1-2 months) over the past two years. The beds are very comfortable, but there is construction noise outside from the rapidly developing Ortigas area, so light sleepers may want to request the ""quiet side."" I did not use the gym facilities,"
673,December 2012,Oakwood Premier Joy Nostalg Center means service excellence,NA,50,"I visit Manila once a quarter and make it a point to stay at Oakwood Premier Joy Nostalg Center. From the doorman to bell hop to guest relations manager to front desk officers to housekeeping associates to restaurant associates to spa therapists to managers - each and every one is service excellence personified. In this place, it is difficult to single out any one person or service that stands out. Courtesy, politeness, friendliness, smiles and service is everywhere. The location of this property is its greatest advantage - close to shopping, entertainment, public transportation and not too far away from the airport. For a solo traveller, their studio suite is very adequate in every respect. The One-Bedroom suite is a marvel. Their breakfast spread is very good and caters to"
674,January 2013,Luxurious stay with all the comforts of home,NA,50,"My daughter suggested that instead of having a birthday party, she would like to spend a night in a hotel.  I came across Oakwood Joy-Nostalg through Deal Grocer and thought that the overnight stay at the 2-Bedroom suite with breakfast for 4 would be perfect for the occasion.  We were not disappointed and I think I have just raised the bar for my children's expectations for our staycations.  The Oakwood Joy-Nostalg is like a cross between a luxury 5 star hotel and a serviced apartment intended for long staying guests.  You have the luxurious feeling that you get from a 5 star hotel and at the same time, you have everything you need as you would have at home.    Regular check in time is at 3:00PM.  The reason for this is that it takes longer for them to clean and prepare the room"
675,December 2012,Oakwood escape,NA,50,"We are 3 adults in a 1-bedroom suite. It fits us just fine.  We were checked-in right away even before check-in time.  The room is complete with almost everything you need.  There is ironing board and iron.  Kitchen utensils and appliances are complete.  You just need to make a grocery or bring food to cook.  You can cook breakfast, lunch or dinner.  You can even bake.  Room is spacious.  Bathroom is magnificent.  All rooms (living room, bedroom, and toilet) have flat screen TVs, are comfortable and modern.  Swimming pool is great.  It is heated.  Staff are courteous and friendly.  The hotel is just a walking distance to a convenience store (7-11), and The Podium and St. Francis Square malls. Checking out is fast too.  Overall experience is great!  Good for a relaxing escape"
676,December 2012,Very comfortable and spacious hotel room,NA,50,"My family and I love this hotel and we go here for staycations. Staff are courteous and observe the guests privacy. The rooms are tastefully designed, the beds are very comfortable, the bathroom has its own tv and sauna."
677,December 2012,Breakfast buffet egg station.,NA,30,"We were having the buffet breakfast this morning when we heard a loud bang from the egg station part of the buffet spread.  Apparently there was a small gas explosion.  It was loud enough to scare little kids walking around.  Fortunately,  there was no one hurt except maybe the cook.  Perhaps an electric stove might be better suited next time or a cook who is not overworked from the night before.  I was with my kids and I can only imagine what would have happened if we were actually getting eggs at that time."
678,October 2012,Surreal and Luxurious,NA,50,"It was well-serviced suite where all your needs will be offered. From the properly managed security personnel, courteous but not equally friendly receptionists, adept electricians and polite bell boys; I deeply enjoyed my one night stay there.  First, when I called for reservations, all my requests were provided like floor no. and room view. I can't forget how they called me on my mobile at least 10x to secure all my pending wants. Second, there was high-end security. My belongings were checked from the parking up to the hotel lobby. Third, I like the idea of having all amenities and facilities there. The bed and sofas were all so comfy. The bath has sauna but I guess you need to put an adjacent mini shower or bidet sprayer for easy cleanup. It was well-ventilated and"
679,December 2012,Home away from home,NA,50,"I've read about Oakwood featured in a blog and was mesmerized with the amenities, also i wanted my children to experience the underwater music in their indoor pool. So when Deal Grocer offered a great 3D2N stay, i decided to try and experience a stay in Oakwood.   The hotel is a stone's throw away from the Podium mall and there's a Pure Gold grocery in St. Francis Square's basement so it's easy to shop for food or grocery items.   Oakwood is a serviced apartment, equipped with a washing machine so i was able to wash our clothes instead of bringing home worn clothes after our sort-of holiday in the city. I was also able to save on breakfast food since i could cook for the family, the kitchen that comes with our 1BR suite is fully equipped with utensils, pots and all. The only"
680,December 2012,Home away from home,NA,50,"I stayed at Oakwood just recently and I was and still am amazed by the spacious one bedroom suite that I booked, the kitchen is high tech and fully furnished and the bathroom is to die for. The bedroom is amazing and the receiving area is very big. The staff especially Ms. Lirraine from guest relation is so helpful and she was kind enough to accompany me and my husband to our suite. All staffs during our stay were courteous and very friendly. I will definitely recommend this hotel to all my friends and family. I am planning to book again soon :)"
681,November 2012,Business travel,NA,50,"Great hotel Good value in terms of room size and amenities in comparison with over-priced Makati hotel. Superb cleanliness and service. Only downside is that despite frequenting the hotel at least twice a month over last 3 years, there is no added ""bonus"" to loyalty. No free upgrade or no free nights. "
682,November 2012,"Spacious, luxury apartment hotel",NA,50,"I stayed at the Oakwood for three nights, sharing a twin room with a colleague. The apartment is very spacious and elegantly furnished. There is a fully equipped kitchen and option of ordering your groceries for the next day if you don't have time. I loved the bathroom with a TV and shower with an option of steam bath (although the buttons to control it should come with some manual). Breakfast offers a big choice of interesting foods, exotic fruit but also Asian and Indian dishes. I really like the restaurant and its service. The area seems OK, with a large mall just next door.  Wish they had some salt, pepper and sugar in the kitchen, makes no sense to buy this for a few days. Internet in the room worked on cable only."
683,November 2012,Oakwood is Love,NA,50,"I have been in many 5-star hotels in Manila, but nothing compares to Oakwood.  I have visited twice and the service and facilities have been topnotch for both times.  I don't know what bed and pillows they use, but they are the kind where you don't want to ever get up. Haha.  I also love cooking so I loved the kitchen and the fact that everything you need is within reach while you are within the stove area (ref,microwave,dishwasher, sink, cooking utensils etc).  Special thanks to Jake in reception who accommodated my late check-out request, to Benedict  (? I am not sure if this is his name) who swapped us to smoking rooms when we have failed to specify that on our reservation, to the housekeeping guy (I wish I have his name) who delivered the glass pitcher I requested and to the"
684,October 2012,An Extremely Comfortable Stay,NA,40,Upon Check-in was upgraded from an One Bedroom to a Two Bedroom.  I was also escorted my room by a member of the reception staff.  The rooms were extremely will appointed and maintained.  The room came with free wifi.   Extremely comfortable Bed and all quality amenities.     Ate Dinner at the Oakroom on the first day and breakfast one morning.  I was not too impressed with the restaurant and especially Breakfast as the Breakfast at EDSA Shangri-La is far superior to that at Oakroom.  My only gripe about the place would be that it was very quiet and did not have any character to the place.
685,November 2012,Love this hotel! Our family's favorite!,NA,50,We just love staying in Oakwood. Excellent customer service. Customer-focused in its truest form.  We've tried all the rooms from studio to deluxe room to one-bedroom to a three -bedroom. Very well maintained. Very thorough housekeeping staff!  Breakfast buffet selection is good enough for my kids. International selection includes Chinese and Indian food since Oakwood is just across Asian Development Bank.   Love the indoor swimming pool. Heated pool with music :) what more can you ask for?
686,October 2012,An excellent experience,NA,50,"I've stayed at the Oakwood about four or five times on business trips, and I rate it very highly. Rooms are excellent and spacious. They all come with a kitchenette and washing machine. On the last two stays I have been given a suite, which is probably the largest and best hotel rooms I have ever stayed in. I should mention that I was very pleased with 'standard' room on my earlier visits. In each case the beds were very comfortable, furnishing is to very high standard, bathrooms and showers were very good, large flat-screen TV, etc. In previous stays I have had to use cable internet, but last month the wifi worked in the room and the restaurant as well.   Breakfast is very good. There is a reasonable-sized buffet with a good array of western and Asian foods. I haven't ever"
687,November 2012,"Very comfortable. Wish I could live here, seriously.",NA,50,"We took a staycation over the Nov 1-3 break, thanks to a couple of 2-night, 1-BR suite coupons we bought on DealGrocer. When we checked in, they had just run out of 1-BR suites, so they offered to gives us a single 3-BR suite instead of the two 1-BRs, which sounded like quite a good deal.  The 3BR suite is a lavishly spacious and very comfortable apartment; the feeling is less five-star hotel, and more of an actual well-appointed, high-end condo apartment that one would absolutely love to live in permanently. Each room has its own bathroom (masters' had a sauna+shower and tub, the other two rooms just had the shower). TVs in two rooms plus the living room, and also INSIDE the masters bathroom in front of the tub.   Unit had a nice fully-functioning kitchen with a great ref,"
688,May 2012,Oakwood Hotel Review,NA,50,"Service and accomodations were excellent. I was there for an extended business stay from late May to mid July 2012 and everyone at the hotel were extremely helpful and friendly. It is always very tough to be away from home and family, but the employees at the Oakwood Manila helped to make it bearable.  Thanks"
689,August 2012,Birthday Staycation at Oakwood,NA,50,Had fun celebrating my birthday last August at this hotel. Everything I need are all here. Proximity to malls are not a problem.  Looking forward to bringing my entire family to experience the coziness and the homey feeling of staying here.
690,October 2012,Great stay as always!,NA,50,Modern clean rooms.  Service is great and the location is convenient with grocery shopping and restaurants at your feet!  My only gripe is that i like to cook and the 1 bedroom units only have 2 burner stoves where it is hard to get a pan and medium size pot on at the same time.
691,September 2012,Sept visit,NA,40,Always a terrific stay at Oakwood.  Have noitced some deterioration on terms of the area rugs and sofas in the rooms.  Suggestion in the studio rooms that a small table with a  chair and then a soft recliner or wing chair would seem more useful than that large sofa.  Was there a change in the bedding recently?  Beds seem somewhat harder.  Sleepin is challenging due to construction I'm sure.
692,December 2011,thumbs up!,NA,50,"Stayed here Christmas eve of 2011. My family enjoyed everything - room's are very spacious, everything is very organized with complete utensils, I super loved the bathroom with sauna. I love everything in this hotel.  I recommend Oakwood because what you get for your money is  excellent quality."
693,October 2012,Very good but no wifi available,NA,40,"Been there for two nights - Quality of room and breakfast simply superb - Astonished by the fact that wifi is not available !! This is unacceptable for a hotel of this kind - Apparently, the number of routers is limited - This issue needs to be corrected immediately - the size of the swimming pool is quite large"
694,October 2012,One of the most luxurious hotel I've been to.,NA,50,"I was looking for a hotel where me and my boyfriend could spend quality time together. My officemate who was staying in oakwood for 3 months now told me how gorgeous this hotel is. I instantly booked for a studio room for 3D/2N. But when I checked the reviews here and to my surprise everyone is complaining about the nearby construction site. But when we were there there was no noise, the receptinoist did an amazing job placing us in a quiet room. The interiors were fancy, you can cook there because of the complete kitchen utensils, I did not have the chance to have a tour to check out the other ammenities but I think its gourgeous too. But will stay here again and will check out the pool and gym. I only had one request, to have a smoking room and oakwood did not fail to satisfy"
695,September 2012,"An ideal place for seminars/conferences, dine and have fun!",NA,50,"A perfect hotel for trainings, seminars and conferences. Food is great coupled with very professional staffs. It is very safe and very proximate to shopping malls...Though I only attended a seminar for ten days, i guess the rooms and accomodation are comfortable and clean. It's more fun and safe to stay!"
696,October 2012,A promise,NA,50,"Stayed overnight for a business meeting.  Regretted not having stayed longer.  Rooms most adorable.  Sleek carpeting, silky curtains, marble floors, large mirrors, and true to their name, furniture made of oakwood.  Three flat screen TVs, DVD player, sofa, dining table, kitchen, a refrigerator that can stock a week's worth, microwave and standard oven, two airconditioners, his and hers washing sink, excellent shower and tub have all been previously mentioned by other reviewers.  But your own sauna?  Awesome!  Then the fitness center, the swimming pool and spa, even a kid's playroom.  Three large malls all within walking distance.  More than 50 restaurants in the vicinity to choose from.  Our group consciously wanted the meeting to be abbreviated so all of us could enjoy the"
697,September 2012,One of the best hotel experiences ever,NA,50,"I was in Manila on business for two weeks and stayed in an executive apartment. The apartment was massive. Full kitchen, living room with giant lcd tv, very large bedroom with an extremely comfortable bed also with ldc tv, large bathroom with shower and tub, even a tv. The housekeeping staff kept the room in immaculate condition and were extremely friendly. The Oakwood restaurant was a great experience as well. Staff were extremely friendly and courteous, always greeted me by name. The food was delicious. The workout facility was top notch. 4 treadmills, eliptical, two stationary bikes, an arobics room, and a weight area that was incredible. The entire staff provided outstanding service: . Twice had a massage through the spa, well worth it. I felt pampered the entire time there."
698,September 2012,Excellent Accomodation,NA,40,"I moved to Oakwood after having tried another facility in the Ortigas area in previous trips. There is a marked difference and the standard is consistent with Oakwood properties in other countries. The lobby was bright and the reception staff was helpful, with special mention for Jas.   I understand that the property is about 3 years old now but it is very well-maintained and the rooms are in excellent condition. Each room comes with a steam bath facility, which you can enjoy in your shower. This is the first time I have seen such a thing and it's great!   The location is excellent and if you are on a work trip, you should be able to find most of what you need. Podium Mall is directly across the road and there is also a Starbucks and Citbank just 5 mins' from the hotel."
699,September 2012,"Exceeded our expectations, again.",NA,50,"My husband loves this hotel, so for his 32nd birthday, we decided to stay here again for 3D/2N. I chose the 1BR due to the special occasion. There were 2 very minor glitches that were easily addressed: one was that we were put on a smoking room, but since the receptionist Benedict came to check us in, he noticed I was pregnant and decided to ask me if I specifically asked for a smoking room so when I said no, he immediately looked for a  different room and even placed us on a 1BR deluxe (corner) room. Also, when he mentioned that only one buffet breakfast was on my info, he immediately made some confirmations and called us to inform that this is now fixed. Now that's a proactive employee, so I never made a fuss about it since it was resolved asap. So our birthday celebration was"
700,September 2012,the Curse of Comfort,NA,50,"I have only written one review on TripAdvisor and that was back in April 2010. After staying at the Oakwood Premier here for 3 nights, I knew it was time to write a second. Despite it being my first time in the Philippines and having no knowledge of this place prior to arriving, and added to the fact that my clients booked the accommodation for me, I must say this was a fantastic place to stay in. The property is situated in Ortigas Avenue which is roughly about 30-40minutes from Makati taking into account the horrible traffic conditions in Manila and about 15-20mins from Quezon City where I worked. Despite not being in the heart of town, Oakwood Premier had everything other accommodations didn't. From the moment I walked in till the moment I checked out, the staff we extremely"
701,August 2012,Spacious Getaway,NA,40,"Right across the Asian Development Bank headquarters in Ortigas, the Oakwood Premier is a good choice if staying in the Ortigas area.  Rooms - very spacious. Had the 1-bedroom suite. Came with an open kitchen, with oven, microwave, stove, dishwasher and refrigerator. Complete also with plates, utensils, cooking needs, etc. The living / dining area is spacious, had a sofa that can sit 3-4 people, a round dining table that can sit 4, and a work table. comes with an LCD TV as well as speakers.  The bedroom is huge as well. Big bed and work table, with a bathroom that had a tub, and separate shower and toilet areas.  Dining - didnt dine at the hotel, as The Podium mall is just a short walk away. Had drinks at the Oakroom Bar, nice place at night, airconditioned bar where you can"
702,August 2012,World class hotel with very spacious rooms!!!,NA,50,"Our stay is one of the best stays we had in all hotels! I've been to luxurious hotels all over Asia and this is definitely one of the top! Spacious rooms and I mean really spacious! We used our 2 bedroom suite for my bridal preparation and all my suppliers and families fit very comfortably! The room is so charming, the photographer takes a picture of us and wedding materials in any and all corners of the hotel! The hotel is so luxurious, all TV are huge and there's even a flat screen in the bathroom! lovely lovely place to stay at when you're in ortigas, manila! My wedding is soo beautiful and one is because we chose Oakwood Premier Joy Nostalg Manila!"
703,July 2012,"Great hotel for balikbayans, residents and business travellers too!",NA,50,"I've stayed here at the Oakwood over a dozen times, usually with family and often with several colleagues booked at the same time. Service is excellent from check-in to check-out. The gym is one of the favorites amongst many other hotels Ive been to in Asia, and nothing beats the underwater music in the pool. Food is a bit pricey, including the breakfast buffet but then there are several affordable dining places nearby. If you have meetings and business in the Ortigas, and Mandaluyong area the location is perfect. The rooms are spacious and offers the ambiance of the home, and it surprises me everytime I check in and notice that the rooms are well-maintained. Agree with the suggestion of a wifi-access for biz travellers and improvement of lighting in the work tables. There is"
704,July 2012,A good serviced residence if doing business in Ortigas area,NA,30,"Oakwood Premier Joy Nostalg is a mixed used complex of office building and serviced residences strategically located in the business district of Ortigas Centre and within walking distance to a number of big shopping malls and good variety of restaurants.   Hotel car service by Avis to and from the airport, allow minimum one hour. Traffic are heavy within the area during rush hours and Friday evenings. Public taxis are easily accessible.   Room rates, reasonable. Hotel busier at weekends with apparent functions and groups.   Rooms Lovely, spacious serviced rooms. With fully equipped kitchenette and a small utility room with washer and dryer. Rooms overlooking the back road with major construction underway across the road will likely to continue until for at least another year."
705,July 2012,Canadian cooperation consultant in Manila,NA,30,"The hotel offers a mix of luxuries and shortcomings, more specifically: - The light in the apartment is very poor, starting with the lamp in the nightable (not enough to read) - Having wireless connection in the room is a must (particularly if you ask for an apartment is because you want to work with others and we need to access Internet) - The TV in the washroom results in a very small area for the guest's toiletteries, etc. - The iron and iron table were not in the room (had to specifically for them) - The duvets are too warm and I had to have the air conditioner against my will (or for period, sleep with no cover - there is no flat sheet -with the air conditioner off) - Construction work over night in the surrounding area do not help fight the jetlag.  On the positive side: -"
706,May 2012,Wonderful,NA,50,"we had a wonderful stay, we felt secured all the the way from check-in until check out except location is a little bit hard to find. May i further recommend to improve bathroom flooring which is slippery and add bidet in the toilet.  Generally we had wonderful stay"
707,April 2012,Great stay,NA,50,"Very nice and comfortable room, complete with all amenities and state of the art. Makes one feel at home, cozy and worry free. take a dip at the pool and relax some more. Will definitely book at this property. "
708,April 2012,8th stay @ Oakwood,NA,40,"Always a refreshing stay at the Oakwood in Manila. Staff are friendly and helpful going the extra mile to make you feel comfortable. Business travel can be quite stressful, but the team at the Oakwood makes you really feel at home. I would and have recommended the hotel to friends and business associates that stay in the Metro Manila area and will continue to do so. Thanks to Love and Apple for coordinating my stays in the past, both ladies are wonderful to deal with and make arrangements quickly and efficiently."
709,July 2012,Good stay,NA,40,"WHAT I LIKED: Clean, well decorated. Good breakfast. Very convenient location, especially for ADB. Well mannered and helpful staff.  WHAT COULD BE BETTER: Plug points not convenient for using the iron. No shower cap in the bathroom."
710,April 2012,Everything was special,NA,50,"When I got married this year, there was only one hotel of choice for me (and it's not even a hotel). First, I wanted it to be near the church where I will be wed, and I wanted it to be at the heart of a commercial and business district. So, Oakwood was perfect. The rooms were A-list and the service was superb. I have been in and out of hotels for the past years and complaining has always been a part of my experience. At Oakwood, I had the best of everything for a sweet price. Since Oakwood was one of my wedding choices, it will always be special to me and my wife."
711,April 2012,Manila 2012,NA,40,I thought the hotel was very nice. A little noisy. Construction from within the hotel as well as outside. Also chairs moving on the marble floors made a lot of noise from rooms above. Staff was excellent and service was always prompt and friendly.
712,April 2012,Best condominium-style hotel in Manila,NA,50,"Stayed at an amazingly HUGE luxury studio (~700 sq ft) with my sister. Loved the spectacular view of the city with the floor-to-ceiling gigantic windows. The bathroom was also fabulous with it's flat-screen TV, rain-style shower, and the bathroom can turn into a sauna. There is also an in-unit washer and dryer, which is a plus when traveling! Staff were very welcoming and accommodating. Lots to do around the area too. I would definitely stay there again next time I go back to the Philippines."
713,June 2012,Business stay,NA,40,Overall stay was pleasant. I found out that the cut fruits served at buffet line do not have onion taste unlike previously and my comments on that issue has been addressed.
714,June 2012,Never disappointed!,NA,50,"I have stayed at this hotel initially for business trips which were booked through my work, but have enjoyed the stays every time that i decided to stay there also during my personal trips. The location of this hotel is fantastic - so close to the main malls (Robinsons and MegaMall), as well as the cheap markets (St Francis). Also within easy access to many places where you can eat good food, quick snacks, take away, coffees, etc...being surrounded by businesses means there are many convenience stores etc. The staff at Oakwood are very professional, but also relaxed so you do not feel like you are dealing with anyone pretentious at all. They will remember your name (which ever you prefer - first or surname), and ensure you are very well looked after. If you are in habit of"
715,June 2012,Very Comfortable Stay With All The Right Amenities,NA,50,"Oakwood provides a comfortable home away, with a touch of luxury and friendly service. The provision of a washer dryer is a fantastic improvement to one's stay."
716,June 2012,No better value in Manila!,NA,50,"HAve stayed here at least 7 times in last 2 years - fantastic value, fantastic staff ! Rooms are home away from home and do not feel like a hotel, sports facilities also excellent. I recommend this place to all my friends  "
717,May 2012,Loosing steam,NA,30,"This have been the fourth time I have been to this hotel/ service apartment, it is very convenient for my business in Manila, and within the are among the most recommendable for quality/price.  However this place is loosing steam. They started fairly well, providing very well appointed apartments with amenities ""of this century"" (unlike others in the area). The service was good to very good and the studio rooms, although not very well design to my taste, are functional providing a decent room with all that you need for  short or medium time away from home.   The biggest attraction to this service apartment and for which I normally like to pay extra in any hotel was the breakfast buffet. You cannot start a good day without a good breakfast and in a service apartment normally this"
718,May 2012,Really lovely apartments,NA,40,"I stayed here for a week in May 2012 and have to say I really liked it. I stayed in a one bed which was huge and had everything that I wanted.   I used the room service and restaurant several times and really enjoyed all of the food I had.   The gym was well equipped although small, but every time I went in there I was the only one, so it wasn't a problem.   I was a bit gutted that there is no outdoor pool to relax by. I didn't use the indoor pool, but looked very nice.   Can't wait to come back!"
719,December 2011,Ortigas serviced apartment,NA,40,"We stayed in a 1 bedroom apartment.  It was huge, with the necessary amenities.  The kitchen had cooking paraphernalia and utensils, there were 3 TVs in the living room area, the bedroom and the bathroom fronting the tub.  The furnitures and cabinets were tastefully done.  Ours had the view of the different buildings beside the hotel but yonder is the greens of the Wack Wack golf club.  The breakfast that goes with the room had fresh fruits and the usual fare for breakfast but not too plentiful.  The indoor swimming pool was not that big but kids seem to love it.  The hotel is walking distance to Podium but not to Megamall although it is very near, because of the heat, we opted to take a cab."
